uuid	gene_curie	gene_symbol	disease_curie	disease_title	disease_original_curie	disease_original_title	classification_curie	classification_title	moi_curie	moi_title	submitter_curie	submitter_title	submitted_as_hgnc_id	submitted_as_hgnc_symbol	submitted_as_disease_id	submitted_as_disease_name	submitted_as_moi_id	submitted_as_moi_name	submitted_as_submitter_id	submitted_as_submitter_name	submitted_as_classification_id	submitted_as_classification_name	submitted_as_date	submitted_as_public_report_url	submitted_as_notes	submitted_as_pmids	submitted_as_assertion_criteria_url	submitted_as_submission_id	submitted_run_date
GENCC_000102-HGNC_7714-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:7714	NDUFS7	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7714	NDUFS7	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2019-11-25 16:00:08	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b702a150-de60-429e-bb12-ba8cde1483e7-2019-11-25T160008.570Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	b702a150-de60-429e-bb12-ba8cde1483e7	2023-01-16
GENCC_000102-HGNC_7715-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:7715	NDUFS8	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7715	NDUFS8	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2019-11-25 15:24:06	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_01a27520-f92a-4b81-b63b-c15132c873be-2019-11-25T152406.734Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	01a27520-f92a-4b81-b63b-c15132c873be	2023-01-16
GENCC_000102-HGNC_7716-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:7716	NDUFV1	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7716	NDUFV1	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2019-11-26 16:34:30	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1b96e332-59c4-4636-8bdf-bf893ea059f1-2019-11-26T163430.120Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	1b96e332-59c4-4636-8bdf-bf893ea059f1	2023-01-16
GENCC_000102-HGNC_7717-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:7717	NDUFV2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:7717	NDUFV2	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2019-11-25 14:57:48	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1266aed1-8c25-4b28-bf8a-a0e16d9b3da9-2019-11-25T145748.766Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	1266aed1-8c25-4b28-bf8a-a0e16d9b3da9	2023-01-16
GENCC_000102-HGNC_7881-MONDO_0019625-HP_0000006-GENCC_100004	HGNC:7881	NOTCH1	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:7881	NOTCH1	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100004	Limited	2016-04-06 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8269	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8269	2023-01-16
GENCC_000102-HGNC_7989-MONDO_0009026-HP_0000006-GENCC_100004	HGNC:7989	NRAS	MONDO:0009026	Costello syndrome	MONDO:0009026	Costello syndrome	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:7989	NRAS	MONDO:0009026	Costello syndrome	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100004	Limited	2018-07-24 16:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_28526e91-0db9-4724-94f3-e4222ace602c-2018-07-24T160000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	28526e91-0db9-4724-94f3-e4222ace602c	2023-01-16
GENCC_000102-HGNC_7989-MONDO_0007893-HP_0000006-GENCC_100004	HGNC:7989	NRAS	MONDO:0007893	Noonan syndrome with multiple lentigines	MONDO:0007893	Noonan syndrome with multiple lentigines	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:7989	NRAS	MONDO:0007893	Noonan syndrome with multiple lentigines	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100004	Limited	2018-05-30 16:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e5622684-4367-4d90-b769-f7205ee1cac8-2018-05-30T160000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	e5622684-4367-4d90-b769-f7205ee1cac8	2023-01-16
GENCC_000102-HGNC_20278-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:20278	NUBPL	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:20278	NUBPL	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2020-03-19 19:51:15	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4365ffcd-637c-4862-9fa0-fb8a780a6d25-2020-03-19T195115.036Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	4365ffcd-637c-4862-9fa0-fb8a780a6d25	2023-01-16
GENCC_000102-HGNC_8066-MONDO_0009723-HP_0000007-GENCC_100005	HGNC:8066	NUP62	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100005	Disputed Evidence	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:8066	NUP62	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100005	Disputed	2020-12-16 05:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8441b4db-da7d-49a2-816c-9f868a96ffab-2020-12-16T050000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8441b4db-da7d-49a2-816c-9f868a96ffab	2023-01-16
GENCC_000102-HGNC_8140-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:8140	OPA1	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:8140	OPA1	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-06-14 15:21:17	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7e72abd1-4b0a-4f66-b681-7a51d4467026-2021-06-14T152117.821Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	7e72abd1-4b0a-4f66-b681-7a51d4467026	2023-01-16
GENCC_000102-HGNC_25896-MONDO_0008051-HP_0000006-GENCC_100001	HGNC:25896	ORAI1	MONDO:0008051	tubular aggregate myopathy	MONDO:0008051	tubular aggregate myopathy	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:25896	ORAI1	MONDO:0008051	tubular aggregate myopathy	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100001	Definitive	2020-07-13 16:49:19	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bb8d614e-e8ff-4f16-bba3-6fc35ea56e8a-2020-07-13T164919.164Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	bb8d614e-e8ff-4f16-bba3-6fc35ea56e8a	2023-01-16
GENCC_000102-HGNC_14674-MONDO_0010168-HP_0000007-GENCC_100001	HGNC:14674	PCDH15	MONDO:0010168	Usher syndrome type 1	MONDO:0010168	Usher syndrome type 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:14674	PCDH15	MONDO:0010168	Usher syndrome type 1	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2017-02-15 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5657	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	5657	2023-01-16
GENCC_000102-HGNC_8803-MONDO_0011719-HP_0000006-GENCC_100001	HGNC:8803	PDGFRA	MONDO:0011719	gastrointestinal stromal tumor	MONDO:0011719	gastrointestinal stromal tumor	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:8803	PDGFRA	MONDO:0011719	gastrointestinal stromal tumor	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100001	Definitive	2020-01-13 19:55:09	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_08bbf13f-bc04-47a7-a3c5-1ec6abfc9190-2020-01-13T195509.878Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	08bbf13f-bc04-47a7-a3c5-1ec6abfc9190	2023-01-16
GENCC_000102-HGNC_8806-MONDO_0009723-HP_0001417-GENCC_100001	HGNC:8806	PDHA1	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0001417	X-linked	GENCC:000102	ClinGen	HGNC:8806	PDHA1	MONDO:0009723	Leigh syndrome	HP:0001417	X-linked	GENCC:000102	ClinGen	GENCC:100001	Definitive	2019-04-08 16:12:03	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a579324c-3586-4636-9192-c2ea29391a4e-2019-04-08T161203.224Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	a579324c-3586-4636-9192-c2ea29391a4e	2023-01-16
GENCC_000102-HGNC_8808-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:8808	PDHB	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:8808	PDHB	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-03-11 17:28:53	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_133f688f-b498-4f5e-bd9b-b3406880ddd4-2021-03-11T172853.362Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	133f688f-b498-4f5e-bd9b-b3406880ddd4	2023-01-16
GENCC_000102-HGNC_21350-MONDO_0009723-HP_0000007-GENCC_100001	HGNC:21350	PDHX	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:21350	PDHX	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2021-03-11 17:42:26	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3608ac5e-4b1f-4bb5-aa0c-cc42a2262304-2021-03-11T174226.092Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	3608ac5e-4b1f-4bb5-aa0c-cc42a2262304	2023-01-16
GENCC_000102-HGNC_23041-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:23041	PDSS2	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:23041	PDSS2	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2021-03-11 17:23:36	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5e0928f3-2b7d-4622-bc96-68a4d0078826-2021-03-11T172336.036Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	5e0928f3-2b7d-4622-bc96-68a4d0078826	2023-01-16
GENCC_000102-HGNC_26257-MONDO_0019588-HP_0000007-GENCC_100001	HGNC:26257	PDZD7	MONDO:0019588	hearing loss, autosomal recessive	MONDO:0019588	hearing loss, autosomal recessive	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:26257	PDZD7	MONDO:0019588	hearing loss, autosomal recessive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2017-04-26 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8406	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8406	2023-01-16
GENCC_000102-HGNC_40038-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:40038	PET100	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:40038	PET100	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2019-05-20 19:13:47	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_33c546f5-a285-424b-9ae2-9ca4fc718c67-2019-05-20T191347.510Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	33c546f5-a285-424b-9ae2-9ca4fc718c67	2023-01-16
GENCC_000102-HGNC_40045-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:40045	PET117	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:40045	PET117	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2019-05-20 19:18:05	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_69d9bbe0-ba3f-44f0-b340-d6d824cb969f-2019-05-20T191805.361Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	69d9bbe0-ba3f-44f0-b340-d6d824cb969f	2023-01-16
GENCC_000102-HGNC_9024-MONDO_0011001-HP_0000006-GENCC_100005	HGNC:9024	PKP2	MONDO:0011001	Brugada syndrome 1	MONDO:0011001	Brugada syndrome 1	GENCC:100005	Disputed Evidence	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:9024	PKP2	MONDO:0011001	Brugada syndrome 1	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100005	Disputed	2017-11-21 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10156	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	10156	2023-01-16
GENCC_000102-HGNC_9122-MONDO_0016419-HP_0000006-GENCC_100005	HGNC:9122	PMS2	MONDO:0016419	hereditary breast carcinoma	MONDO:0016419	hereditary breast carcinoma	GENCC:100005	Disputed Evidence	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:9122	PMS2	MONDO:0016419	hereditary breast carcinoma	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100005	Disputed	2017-11-08 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10085	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	10085	2023-01-16
GENCC_000102-HGNC_9122-MONDO_0010159-HP_0000007-GENCC_100001	HGNC:9122	PMS2	MONDO:0010159	mismatch repair cancer syndrome 1	MONDO:0010159	mismatch repair cancer syndrome 1	GENCC:100001	Definitive	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:9122	PMS2	MONDO:0010159	mismatch repair cancer syndrome 1	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100001	Definitive	2022-12-30 18:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_38bc9d1d-a436-4f21-9952-bd5e7790a797-2022-12-30T180000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	38bc9d1d-a436-4f21-9952-bd5e7790a797	2023-01-16
GENCC_000102-HGNC_23166-MONDO_0009723-HP_0000007-GENCC_100003	HGNC:23166	PNPT1	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100003	Moderate	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:23166	PNPT1	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100003	Moderate	2020-03-19 19:14:29	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6ed99943-2ab9-417d-b0ec-ddbfa11c8645-2020-03-19T191429.965Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	6ed99943-2ab9-417d-b0ec-ddbfa11c8645	2023-01-16
GENCC_000102-HGNC_9179-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:9179	POLG	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:9179	POLG	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2021-06-30 14:49:55	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1212393e-b517-4430-a8d7-df7e32295aff-2021-06-30T144955.983Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	1212393e-b517-4430-a8d7-df7e32295aff	2023-01-16
GENCC_000102-HGNC_9282-MONDO_0011899-HP_0000006-GENCC_100001	HGNC:9282	PPP1CB	MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	GENCC:100001	Definitive	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:9282	PPP1CB	MONDO:0011899	Noonan syndrome-like disorder with loose anagen hair	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100001	Definitive	2020-04-23 16:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_16bcb316-090f-420d-9c89-b7642d3dc725-2020-04-23T160000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	16bcb316-090f-420d-9c89-b7642d3dc725	2023-01-16
GENCC_000102-HGNC_9414-MONDO_0019625-HP_0000006-GENCC_100002	HGNC:9414	PRKG1	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	GENCC:100002	Strong	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:9414	PRKG1	MONDO:0019625	familial thoracic aortic aneurysm and aortic dissection	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100002	Strong	2016-12-22 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8259	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	8259	2023-01-16
GENCC_000102-HGNC_17325-MONDO_0009374-HP_0000007-GENCC_100004	HGNC:17325	PRODH2	MONDO:0009374	hydroxyprolinemia	MONDO:0009374	hydroxyprolinemia	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:17325	PRODH2	MONDO:0009374	hydroxyprolinemia	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2022-12-12 17:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d9101c67-2635-4595-b9a8-8e749bba58d1-2022-12-12T170000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	d9101c67-2635-4595-b9a8-8e749bba58d1	2023-01-16
GENCC_000102-HGNC_19093-MONDO_0008339-HP_0000006-GENCC_100004	HGNC:19093	PSD3	MONDO:0008339	antecubital pterygium syndrome	MONDO:0008339	antecubital pterygium syndrome	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:19093	PSD3	MONDO:0008339	antecubital pterygium syndrome	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100004	Limited	2016-11-24 00:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4845	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	4845	2023-01-16
GENCC_000102-HGNC_24717-MONDO_0009723-HP_0000007-GENCC_100004	HGNC:24717	PTCD3	MONDO:0009723	Leigh syndrome	MONDO:0009723	Leigh syndrome	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:24717	PTCD3	MONDO:0009723	Leigh syndrome	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2019-06-20 16:44:19	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ac3d1e08-56f0-43b6-a2fa-0d06571ba121-2019-06-20T164419.242Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	ac3d1e08-56f0-43b6-a2fa-0d06571ba121	2023-01-16
GENCC_000102-HGNC_9586-MONDO_0007187-HP_0000006-GENCC_100004	HGNC:9586	PTCH2	MONDO:0007187	nevoid basal cell carcinoma syndrome	MONDO:0007187	nevoid basal cell carcinoma syndrome	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:9586	PTCH2	MONDO:0007187	nevoid basal cell carcinoma syndrome	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100004	Limited	2018-10-12 21:39:08	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d189ca00-ba80-49af-9b2e-8523c8d29a44-2018-10-12T213908.660Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	d189ca00-ba80-49af-9b2e-8523c8d29a44	2023-01-16
GENCC_000102-HGNC_9604-MONDO_0011588-HP_0000007-GENCC_100004	HGNC:9604	PTGS1	MONDO:0011588	platelet-type bleeding disorder 12	MONDO:0011588	platelet-type bleeding disorder 12	GENCC:100004	Limited	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	HGNC:9604	PTGS1	MONDO:0011588	platelet-type bleeding disorder 12	HP:0000007	Autosomal recessive	GENCC:000102	ClinGen	GENCC:100004	Limited	2022-03-24 17:13:50	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_24dc7cc9-f3f6-421e-ad78-016e89e6220b-2022-03-24T171350.179Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	24dc7cc9-f3f6-421e-ad78-016e89e6220b	2023-01-16
GENCC_000102-HGNC_9604-MONDO_0011588-HP_0000006-GENCC_100004	HGNC:9604	PTGS1	MONDO:0011588	platelet-type bleeding disorder 12	MONDO:0011588	platelet-type bleeding disorder 12	GENCC:100004	Limited	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:9604	PTGS1	MONDO:0011588	platelet-type bleeding disorder 12	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100004	Limited	2022-03-24 18:05:44	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_48fe311d-94be-4953-adb2-9fdbab31e7be-2022-03-24T180544.792Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	48fe311d-94be-4953-adb2-9fdbab31e7be	2023-01-16
GENCC_000102-HGNC_9644-MONDO_0009026-HP_0000006-GENCC_100005	HGNC:9644	PTPN11	MONDO:0009026	Costello syndrome	MONDO:0009026	Costello syndrome	GENCC:100005	Disputed Evidence	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	HGNC:9644	PTPN11	MONDO:0009026	Costello syndrome	HP:0000006	Autosomal dominant	GENCC:000102	ClinGen	GENCC:100005	Disputed	2018-05-31 16:00:00	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_72fca24b-243b-49de-9ceb-ae76e12f60a8-2018-05-31T160000.000Z	-	-	https://www.clinicalgenome.org/docs/?doc-type=curation-activity-procedures&curation-procedure=gene-disease-validity	72fca24b-243b-49de-9ceb-ae76e12f60a8	2023-01-16
